"filename", "language", "Python", "XML", "QSS", "Markdown", "HTML", "SQL", "JSON", "CSV", "C++", "comment", "blank", "total"
"f:\pr\yobi-desktop\Single_User\modules\payment.py", "Python", 962, 0, 0, 0, 0, 0, 0, 0, 0, 5, 70, 1037
"f:\pr\yobi-desktop\Single_User\modules\purchase_order.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 78
"f:\pr\yobi-desktop\Single_User\modules\refresh.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 98
"f:\pr\yobi-desktop\Single_User\modules\refresh_dashboard.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 32
"f:\pr\yobi-desktop\Single_User\modules\retry\retrysync.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 52
"f:\pr\yobi-desktop\Single_User\modules\search_table.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"f:\pr\yobi-desktop\Single_User\modules\st_database.py", "Python", 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 62
"f:\pr\yobi-desktop\Single_User\modules\tableclass.py", "Python", 94, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 113
"f:\pr\yobi-desktop\Single_User\modules\tests.py", "Python", 161, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 185
"f:\pr\yobi-desktop\Single_User\modules\top_user_box.py", "Python", 179, 0, 0, 0, 0, 0, 0, 0, 0, 139, 44, 362
"f:\pr\yobi-desktop\Single_User\modules\ui_functions.py", "Python", 176, 0, 0, 0, 0, 0, 0, 0, 0, 72, 39, 287
"f:\pr\yobi-desktop\Single_User\modules\uom.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"f:\pr\yobi-desktop\Single_User\modules\update_pages.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 23, 3, 53
"f:\pr\yobi-desktop\Single_User\py_dracula_dark.qss", "QSS", 0, 0, 423, 0, 0, 0, 0, 0, 0, 43, 35, 501
"f:\pr\yobi-desktop\Single_User\pycss.py", "Python", 129, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 144
"f:\pr\yobi-desktop\Single_User\res.py", "Python", 8504, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 8547
"f:\pr\yobi-desktop\Single_User\res.qrc", "XML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"f:\pr\yobi-desktop\Single_User\resources.py", "Python", 39062, 0, 0, 0, 0, 0, 0, 0, 0, 49, 8, 39119
"f:\pr\yobi-desktop\Single_User\resources.qrc", "XML", 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 1, 270
"f:\pr\yobi-desktop\Single_User\scripts_tests.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 16
"f:\pr\yobi-desktop\Single_User\themes\py_dracula_dark.qss", "QSS", 0, 0, 423, 0, 0, 0, 0, 0, 0, 43, 35, 501
"f:\pr\yobi-desktop\Single_User\themes\py_dracula_light.qss", "QSS", 0, 0, 443, 0, 0, 0, 0, 0, 0, 43, 36, 522
"f:\pr\yobi-desktop\Single_User\ui_currentassetsedit.py", "Python", 156, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 196
"f:\pr\yobi-desktop\Single_User\widgets\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 18
"f:\pr\yobi-desktop\Single_User\widgets\custom_grips\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 18
"f:\pr\yobi-desktop\Single_User\widgets\custom_grips\custom_grips.py", "Python", 182, 0, 0, 0, 0, 0, 0, 0, 0, 14, 27, 223
"f:\pr\yobi-desktop\Single_User\yobi.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"Total", "-", 195620, 44114, 1289, 2289, 39546, 65, 5, 1802, 18906, 2418, 15574, 321628
